"id","foreign_key_id","source","required_skill","skill_esco","is_new_skill","skill_type","reuselevel"
"17265","409813","kariera","Proficiency in using online booking platforms and communication tools","make reservations","0","skill/competence","cross-sector"
"17266","409813","kariera","Familiarity with local attractions culture and services is highly desirable","local area tourism industry","0","knowledge","sector-specific"
"17267","409814","kariera","Excellent knowledge of English language","english","0","knowledge","transversal"
"17268","409814","kariera","Excellent communication skills","be attentive","0","skill/competence","occupation-specific"
"17269","409814","kariera","Team spirit and cooperation","team building","0","knowledge","occupation-specific"
"17270","409815","kariera","Excellent knowledge of programs in Design, Illustrator, Photoshop","design graphics","0","skill/competence","cross-sector"
"17271","409815","kariera","Multitasking skills","perform multiple tasks at the same time","0","skill/competence","cross-sector"
"17272","409815","kariera","Organizational skills","work in an organised manner","0","skill/competence","cross-sector"
"17273","409815","kariera","Knowledge of English","english","0","knowledge","transversal"
"17274","409816","kariera","Good English language level","english","0","knowledge","transversal"
"17275","409816","kariera","Use of Word and Excel","use microsoft office","0","skill/competence","cross-sector"
"17276","409816","kariera","Communication skills","communication principles","0","knowledge","cross-sector"
"17277","409816","kariera","Mood for work in customer service","satisfy customers","0","skill/competence","cross-sector"
"17278","409817","kariera","Microsoft Office","office software","0","knowledge","cross-sector"
"17279","409817","kariera","English proficiency","english","0","knowledge","transversal"
"17280","409818","kariera","Attention to detail","attention to detail","0","knowledge","cross-sector"
"17281","409818","kariera","Technical skills","perform technically demanding tasks","0","skill/competence","cross-sector"
"17282","409818","kariera","Analytical thinking","think analytically","0","skill/competence","cross-sector"
"17283","409818","kariera","Communication skills","communication principles","0","knowledge","cross-sector"
"17284","409818","kariera","Tech experience","provide technical expertise","0","skill/competence","cross-sector"
"17285","409818","kariera","Process enhancement","identify process improvements","0","skill/competence","sector-specific"
"17286","409818","kariera","RF engineering","microwave principles","0","knowledge","sector-specific"
"17287","409819","kariera","Effective communication and leadership skills","communication principles","0","knowledge","cross-sector"
"17288","409819","kariera","Ability to manage multiple priorities and strong problem-solving skills","create solutions to problems","0","skill/competence","cross-sector"
"17289","409819","kariera","Knowledge of visualization tools such as report builders, ad-hoc questions, OLAP dashboards, Tableau, Spotfire, Power BI etc.","possess visual literacy","0","skill/competence","cross-sector"
"17290","409819","kariera","Physical data architecture options such as enterprise data warehouse, data federation hub spoke architectures, independent data marts","data warehouse","0","knowledge","occupation-specific"
"17291","409819","kariera","Data integration tools and techniques such as ETL, extract transform load, CDC, change data capture","data extraction, transformation and loading tools","0","knowledge","cross-sector"
"17292","409819","kariera","Experience in product operating model with strong understanding of agile methods","agile development","0","knowledge","sector-specific"
"17293","409820","kariera","Excel","use spreadsheets","0","skill/competence","cross-sector"
"17294","409820","kariera","Word","use word processing software","0","skill/competence","transversal"
"17295","409820","kariera","ERP systems (Atlantis ERP)","manage standard enterprise resource planning system","0","skill/competence","sector-specific"
"17296","409820","kariera","English","english","0","knowledge","transversal"
"17297","409820","kariera","Management knowledge","manage business knowledge","0","skill/competence","cross-sector"
"17298","409821","kariera","Good knowledge of logistics procedures","manage logistics","0","skill/competence","cross-sector"
"17299","409821","kariera","Experience in the preparation of mission documents","provide documentation","0","skill/competence","cross-sector"
"17300","409821","kariera","Excellent computer knowledge and ERP programs","office software","0","knowledge","cross-sector"
"17301","409821","kariera","Good understanding of budget principles and reports","budgetary principles","0","knowledge","sector-specific"
"17302","409823","kariera","English language skills","english","0","knowledge","transversal"
"17303","409823","kariera","Public relations skills","develop public relations strategies","0","skill/competence","cross-sector"
"17304","409823","kariera","Pleasant personality","psychology","0","knowledge","cross-sector"
"17305","409823","kariera","Talent in selling and interest in fashion","sell clothing items to customers","0","skill/competence","sector-specific"
"17306","409823","kariera","Competence and team spirit","team building","0","knowledge","occupation-specific"
"17307","409824","kariera","Good knowledge of English vocals","sing","0","skill/competence","sector-specific"
"17308","409824","kariera","Good physical condition","provide fitness information","0","skill/competence","sector-specific"
